student_id,age,gender,gpa,family_income,target_track,target_strand,created_at,assessment_mathematics,assessment_science,assessment_communication,assessment_critical_thinking,assessment_problem_solving,assessment_creativity,assessment_leadership,assessment_technical_knowledge,assessment_research,assessment_analysis,assessment_writing,assessment_practical_skills,assessment_analytical_thinking,assessment_business_acumen,assessment_empathy,assessment_adaptability,assessment_flexibility,assessment_programming,assessment_logical_thinking,assessment_technical_skills,assessment_hands_on,assessment_craftsmanship,assessment_mechanical_aptitude,assessment_attention_to_detail,assessment_organization,assessment_care_giving,assessment_environmental_awareness,assessment_patience,assessment_physical_stamina,assessment_observation,interests,hobbies,work_preferences
STU_72469,15,Female,3.39,Low,Academic,STEM – Science Technology Engineering and Mathematics,2025-06-27 19:31:55.835017,94.0,80.4,59.6,46.0,77.6,46.7,57.4,85.7,39.4,35.8,82.1,56.9,75.3,75.6,50.9,87.4,70.2,52.7,92.4,50.9,71.1,64.5,79.5,83.4,60.5,48.7,66.9,49.8,90.2,62.0,"entrepreneurship,literature,innovation,social_issues,experimentation,nature,technology,research","tech_projects,sewing,math_puzzles,robotics,gaming,reading_business,coding,repair_work,science_experiments","caring,research_oriented,analytical,meaningful_work,challenging,independent,service_oriented,sustainable"
STU_43175,16,Male,2.9,Middle,Academic,STEM – Science Technology Engineering and Mathematics,2025-08-28 19:31:55.835062,83.8,68.5,45.4,78.0,75.4,44.3,68.0,77.8,70.8,74.9,48.6,38.7,97.0,55.2,56.2,79.9,68.3,66.8,92.5,50.3,73.9,60.9,64.0,82.9,67.6,68.1,76.1,54.5,47.4,44.3,"business,sustainability,innovation,nutrition,psychology,experimentation,analysis,economics,technology,research","tech_projects,math_puzzles,robotics,investing,writing,planning,coding,app_development,science_experiments","environmental,adaptable,research_oriented,leadership,goal_oriented,challenging,independent,service_oriented,sustainable"
STU_73110,18,Male,3.74,Middle,Academic,STEM – Science Technology Engineering and Mathematics,2025-06-16 19:31:55.835109,100.0,71.0,56.7,55.8,85.1,72.2,72.9,51.3,57.5,64.2,56.3,84.1,86.9,71.0,69.9,77.6,62.7,40.5,66.0,50.2,52.1,68.8,78.6,60.3,64.6,85.5,63.6,99.0,68.5,33.6,"digital_media,innovation,psychology,family_care,learning,experimentation,analysis,economics,technology,history,research","gardening,cooking,math_puzzles,robotics,gaming,networking,debating,science_experiments","caring,exploratory,adaptable,analytical,skill_based,hands_on,creative,challenging,outdoor_work,detail_oriented,independent"
STU_53559,18,Other,2.93,Low,Academic,STEM – Science Technology Engineering and Mathematics,2025-05-25 19:31:55.835161,85.8,94.9,70.1,57.9,69.8,56.9,47.2,51.3,68.8,85.0,65.9,42.1,86.4,77.9,50.9,58.0,60.2,48.2,69.7,58.2,66.3,46.7,53.4,70.8,54.4,85.9,54.0,63.4,74.0,38.7,"innovation,learning,experimentation,analysis,agriculture,technology,research","farming,tech_projects,math_puzzles,writing,decorating,coding,repair_work,app_development,science_experiments","caring,flexible,innovative,research_oriented,competitive,analytical,collaborative,physical_work,leadership,challenging,detail_oriented,independent,sustainable"
STU_14087,17,Male,3.21,High,Academic,STEM – Science Technology Engineering and Mathematics,2025-05-06 19:31:55.835205,66.7,94.6,51.7,98.4,76.4,62.8,83.1,90.1,90.9,78.1,75.4,68.9,89.8,51.7,47.7,59.9,57.4,53.2,70.4,74.3,61.3,82.2,42.9,57.1,49.2,32.0,58.8,58.2,82.7,69.5,"business,innovation,experimentation,economics,computers,food_production,research","robotics,crafting,gaming,woodworking,repair_work,networking,science_experiments","environmental,adaptable,flexible,research_oriented,physical,analytical,creative,goal_oriented,challenging,technical,independent,service_oriented"
STU_40958,16,Female,3.81,Middle,Academic,STEM – Science Technology Engineering and Mathematics,2024-12-29 19:31:55.835248,100.0,94.2,68.7,56.6,72.4,54.4,76.3,88.3,83.1,52.7,43.2,62.1,64.3,64.8,57.8,53.0,36.1,67.7,52.0,42.5,16.9,59.6,86.6,84.9,53.1,51.0,67.0,45.0,64.5,71.5,"sustainability,innovation,social_issues,psychology,diverse_fields,web_development,analysis,technology,networking,research","farming,fishing,sewing,math_puzzles,gaming,coding,traveling,science_experiments","exploratory,research_oriented,analytical,collaborative,helping_others,physical_work,challenging,independent"
STU_94604,16,Other,3.46,Low,Academic,STEM – Science Technology Engineering and Mathematics,2024-12-26 19:31:55.835290,81.0,80.0,46.8,47.6,79.7,65.5,73.7,48.0,82.4,55.9,59.7,48.8,57.8,73.3,71.1,55.8,61.0,67.7,36.6,52.1,71.9,41.2,64.4,39.7,67.0,59.5,35.8,77.5,49.0,47.8,"entrepreneurship,innovation,psychology,learning,experimentation,technology,history,research","math_puzzles,gaming,outdoor_activities,reading_business,networking,traveling,science_experiments,cultural_activities","caring,research_oriented,competitive,physical,analytical,skill_based,challenging,independent,service_oriented,sustainable"
STU_98918,16,Female,2.94,Low,Academic,STEM – Science Technology Engineering and Mathematics,2025-02-10 19:31:55.835331,93.5,71.8,60.9,66.4,88.9,62.6,54.5,47.6,61.3,43.9,16.2,66.5,91.0,24.6,44.9,69.3,90.9,60.3,49.1,57.3,80.6,50.3,48.0,52.8,45.7,61.8,84.4,64.8,56.2,55.6,"variety,engineering,literature,sustainability,innovation,cooking,management,social_issues,manufacturing,experimentation,analysis,mechanics,computers,history","math_puzzles,robotics,gaming,outdoor_activities,reading_business,coding,baking","research_oriented,competitive,analytical,collaborative,helping_others,goal_oriented,challenging,technical,detail_oriented,independent,sustainable"
STU_84536,16,Female,3.48,Low,Academic,STEM – Science Technology Engineering and Mathematics,2025-08-04 19:31:55.835374,90.8,81.2,57.3,100.0,85.0,48.7,53.6,77.2,61.7,38.4,73.8,50.0,100.0,76.2,53.3,79.2,61.0,72.8,67.3,47.3,50.3,75.4,55.0,53.9,45.7,66.4,90.9,44.0,60.4,81.2,"digital_media,innovation,nutrition,psychology,family_care,experimentation,analysis,economics,technology,research","cooking,building,sewing,robotics,gaming,metalworking,coding,debating,reading","environmental,research_oriented,competitive,analytical,hands_on,physical_work,meaningful_work,detail_oriented,independent"
STU_58865,18,Female,3.21,Low,Academic,STEM – Science Technology Engineering and Mathematics,2025-03-11 19:31:55.835418,86.5,71.4,66.4,57.2,91.9,77.8,98.8,68.7,64.9,62.9,54.7,65.1,79.0,62.5,79.8,44.9,77.1,79.8,58.2,28.2,50.9,79.5,59.7,45.0,52.4,72.6,68.2,56.4,54.5,54.1,"flexibility,manufacturing,experimentation,analysis,exploration,technology,research,interior_design","gardening,sewing,math_puzzles,robotics,gaming,reading_business,woodworking,coding,science_experiments","research_oriented,practical,analytical,helping_others,independent"
STU_82215,18,Male,3.62,Low,Academic,STEM – Science Technology Engineering and Mathematics,2025-07-06 19:31:55.835473,98.2,78.8,78.3,82.8,92.0,53.5,66.1,59.6,46.4,64.9,42.3,77.8,77.4,63.0,64.2,56.1,68.8,52.9,73.1,39.8,61.9,89.1,45.0,49.8,67.7,62.7,65.3,67.3,69.5,76.6,"innovation,social_issues,learning,experimentation,web_development,analysis,politics,food_production,technology,finance,research","robotics,writing,gaming,planning,metalworking,woodworking,app_development,traveling,science_experiments","environmental,research_oriented,competitive,hands_on,sustainable"
STU_79417,17,Male,3.0,Low,Academic,STEM – Science Technology Engineering and Mathematics,2024-10-11 19:31:55.835520,79.6,88.7,88.5,58.0,72.3,76.6,58.2,27.4,72.7,52.0,58.6,65.0,83.9,70.6,53.5,67.7,56.1,71.1,69.2,46.0,76.3,52.0,72.1,65.5,87.6,56.6,54.8,59.7,55.5,72.0,"engineering,software,cooking,social_issues,analysis,exploration","gardening,farming,various_activities,math_puzzles,robotics,outdoor_activities,reading_business,metalworking,traveling,baking","flexible,innovative,research_oriented,physical,analytical,physical_work,meaningful_work,challenging,detail_oriented,independent"
STU_59756,15,Male,4.0,Middle,Academic,STEM – Science Technology Engineering and Mathematics,2025-01-29 19:31:55.835611,71.5,71.3,74.3,85.7,81.0,57.5,61.1,77.4,46.1,63.6,74.6,67.5,83.9,75.0,19.5,70.2,50.2,32.5,67.7,80.6,57.9,74.3,84.2,79.7,84.6,71.1,61.1,36.0,56.3,47.4,"engineering,innovation,environment,psychology,web_development,analysis,food_production,technology,finance,research","building,math_puzzles,robotics,volunteering,investing,crafting,outdoor_activities,decorating,metalworking,coding,repair_work,networking,traveling","caring,environmental,research_oriented,competitive,analytical,hands_on,diverse,helping_others,physical_work,challenging,technical,independent"
STU_96517,15,Other,3.15,Middle,Academic,STEM – Science Technology Engineering and Mathematics,2024-11-24 19:31:55.835687,80.2,83.2,68.3,60.7,99.0,50.7,62.9,48.9,40.2,50.8,59.4,53.6,75.1,38.9,58.8,37.4,71.4,61.2,38.1,55.4,48.7,64.8,80.1,31.9,61.7,57.6,70.1,63.2,48.7,55.2,"entrepreneurship,engineering,software,business,innovation,nutrition,building,experimentation,web_development,nature,computers,food_production,technology,networking,interior_design","fishing,robotics,gaming,planning,coding,repair_work,networking,app_development,science_experiments,reading","caring,flexible,research_oriented,analytical,hands_on,goal_oriented,independent"
STU_99824,16,Male,3.37,Low,Academic,STEM – Science Technology Engineering and Mathematics,2025-04-03 19:31:55.835768,92.8,82.2,88.5,59.1,74.9,37.3,33.0,36.2,64.0,67.6,36.3,73.4,77.2,62.2,84.2,73.5,56.0,46.6,27.7,49.2,56.8,45.2,58.0,61.2,56.6,50.2,62.5,66.6,43.6,81.2,"innovation,building,environment,family_care,manufacturing,experimentation,analysis,nature,computers,technology,research","tech_projects,math_puzzles,robotics,decorating,coding,networking,traveling,animal_care,science_experiments","innovative,research_oriented,analytical,skill_based,helping_others,challenging,independent"
STU_31001,17,Male,3.54,High,Academic,STEM – Science Technology Engineering and Mathematics,2025-01-22 19:31:55.835849,82.2,89.1,63.5,74.3,84.9,50.8,65.4,42.8,61.6,59.5,56.9,58.1,63.2,51.8,61.4,62.4,44.6,79.0,47.0,74.5,66.4,50.3,86.6,42.1,73.8,75.0,49.9,80.9,56.2,64.3,"innovation,building,environment,experimentation,web_development,analysis,mechanics,agriculture,technology","cooking,math_puzzles,robotics,decorating,coding,networking,baking,science_experiments","caring,research_oriented,practical,goal_oriented,challenging,independent"
STU_88275,18,Other,3.59,Low,Academic,STEM – Science Technology Engineering and Mathematics,2025-04-25 19:31:55.835926,80.7,90.1,71.9,33.8,95.0,35.1,75.5,76.9,43.6,53.8,43.4,56.8,78.9,71.7,79.7,80.9,51.6,56.9,34.7,47.9,74.5,84.2,41.5,51.1,59.6,64.2,47.9,66.4,52.9,59.8,"engineering,innovation,experimentation,web_development,analysis,mechanics,exploration,research","building,sewing,gaming,planning,metalworking,coding,networking,baking","caring,environmental,research_oriented,competitive,helping_others,challenging,outdoor_work,detail_oriented,independent"
STU_94363,16,Male,3.65,High,Academic,STEM – Science Technology Engineering and Mathematics,2025-04-12 19:31:55.835974,82.1,77.6,58.4,58.7,78.3,56.1,84.0,68.4,55.6,70.5,55.0,77.6,85.7,58.4,66.7,36.4,43.1,42.1,62.1,86.0,93.5,69.6,67.5,33.0,51.9,48.2,50.7,57.5,52.9,30.3,"variety,entrepreneurship,innovation,cooking,psychology,diverse_fields,experimentation,analysis,fashion,technology","gardening,sewing,computer_building,math_puzzles,robotics,volunteering,crafting,gaming,metalworking,coding,science_experiments","caring,environmental,flexible,research_oriented,analytical,collaborative,helping_others,challenging,outdoor_work,independent"
STU_27709,18,Female,3.19,Low,Academic,STEM – Science Technology Engineering and Mathematics,2025-08-27 19:31:55.836031,71.3,84.4,91.1,46.2,56.7,55.7,76.5,89.4,41.6,67.5,53.0,58.4,100.0,37.5,63.8,67.0,76.3,61.5,64.6,54.1,64.0,54.9,69.3,54.5,65.7,59.6,76.9,59.2,33.4,78.9,"flexibility,entrepreneurship,innovation,psychology,experimentation,web_development,analysis,technology,networking,research","gardening,sewing,computer_building,crafting,writing,gaming,outdoor_activities,planning,coding,repair_work,app_development,baking,animal_care,science_experiments","competitive,physical,analytical,hands_on,diverse,helping_others,physical_work,challenging,independent"
STU_29815,15,Other,3.7,Low,Academic,STEM – Science Technology Engineering and Mathematics,2024-09-15 19:31:55.836083,75.5,76.0,80.6,28.0,100.0,75.8,63.3,59.2,64.3,67.8,69.7,68.3,82.9,57.0,57.7,57.1,77.0,68.9,15.9,69.8,62.9,59.7,54.2,76.9,74.2,48.4,66.1,45.4,39.3,50.6,"engineering,business,cooking,environment,social_issues,manufacturing,experimentation,analysis,mechanics,finance,research","farming,fishing,computer_building,math_puzzles,robotics,crafting,gaming,science_experiments","caring,exploratory,adaptable,innovative,research_oriented,analytical,skill_based,leadership,challenging,technical,outdoor_work,independent"
STU_13655,17,Other,3.68,Low,Academic,STEM – Science Technology Engineering and Mathematics,2024-12-01 19:31:55.836130,91.5,87.1,70.9,67.7,75.6,66.5,72.0,71.3,77.8,70.6,65.3,76.1,81.7,46.8,57.6,48.8,49.9,57.8,48.1,55.4,31.6,63.2,60.0,47.7,69.9,74.1,35.9,48.6,48.5,45.9,"entrepreneurship,digital_media,innovation,building,psychology,experimentation,mechanics,exploration,technology,research","fishing,robotics,writing,gaming,metalworking,coding","research_oriented,analytical,creative,challenging,independent"
STU_52626,18,Other,3.76,Low,Academic,STEM – Science Technology Engineering and Mathematics,2025-07-20 19:31:55.836178,80.1,79.4,29.9,69.5,69.6,60.9,64.2,80.4,40.4,14.7,62.8,87.0,94.4,63.1,52.6,72.1,45.4,67.1,67.6,75.9,100.0,65.9,52.4,59.6,33.5,49.6,53.9,52.1,62.3,47.7,"software,business,innovation,nutrition,building,experimentation,analysis,networking,interior_design","learning_new_things,math_puzzles,robotics,gaming,outdoor_activities,planning,woodworking,coding,science_experiments,reading","caring,research_oriented,physical,skill_based,diverse,challenging,independent"
STU_73201,16,Male,3.62,Low,Academic,STEM – Science Technology Engineering and Mathematics,2025-04-17 19:31:55.836226,82.0,81.9,55.1,62.3,90.3,47.0,50.1,55.4,39.8,47.7,52.9,73.1,84.6,62.9,72.8,57.9,65.9,58.5,64.0,51.3,23.4,58.0,81.3,73.9,74.5,78.5,61.3,63.0,50.7,55.3,"innovation,psychology,experimentation,analysis,politics,nature,technology,research","learning_new_things,tech_projects,building,various_activities,sewing,math_puzzles,robotics,investing,gaming,outdoor_activities,repair_work,science_experiments,cultural_activities","adaptable,physical,analytical,collaborative,helping_others,challenging,detail_oriented,independent"
STU_95200,18,Other,3.59,Middle,Academic,STEM – Science Technology Engineering and Mathematics,2025-08-08 19:31:55.836274,94.0,80.6,53.2,60.0,88.0,38.3,25.6,51.7,41.7,52.4,57.8,53.2,96.5,64.9,64.5,69.3,42.9,75.6,58.9,70.1,43.9,36.7,72.3,65.6,46.5,47.0,76.9,42.2,84.6,46.5,"literature,innovation,building,environment,experimentation,analysis,agriculture,food_production,technology","fishing,cooking,robotics,volunteering,writing,gaming,decorating,coding,repair_work,science_experiments","caring,exploratory,research_oriented,analytical,hands_on,collaborative,diverse,leadership,meaningful_work,challenging,independent"
STU_83328,16,Male,3.08,Low,Academic,STEM – Science Technology Engineering and Mathematics,2025-08-07 19:31:55.836331,78.7,88.0,51.8,57.6,82.4,45.0,71.1,52.3,56.6,45.1,21.6,57.1,100.0,71.8,59.7,56.1,60.3,68.2,42.3,76.7,70.7,70.8,66.6,60.3,70.1,68.9,54.7,51.4,61.5,83.2,"engineering,sustainability,innovation,nutrition,analysis,economics,mechanics,nature,technology,research","learning_new_things,farming,cooking,robotics,investing,gaming,outdoor_activities,reading_business,debating,science_experiments,reading","environmental,adaptable,research_oriented,physical,analytical,collaborative,diverse,helping_others,physical_work,challenging,outdoor_work,independent"
STU_62552,18,Female,3.55,Low,Academic,STEM – Science Technology Engineering and Mathematics,2024-10-12 19:31:55.836378,67.3,83.6,60.8,62.6,84.4,56.7,82.3,36.0,47.6,58.5,35.4,57.4,98.6,60.3,63.5,41.1,50.8,54.4,55.2,79.2,68.4,43.3,63.7,67.5,77.1,83.7,44.8,47.8,41.1,56.5,"innovation,diverse_fields,manufacturing,experimentation,analysis,food_production,technology,finance,research","learning_new_things,gardening,exploring,farming,various_activities,sewing,robotics,writing,app_development,traveling,debating,science_experiments","exploratory,environmental,flexible,research_oriented,physical,diverse,helping_others,creative,challenging,independent"
STU_61201,18,Female,3.99,Low,Academic,STEM – Science Technology Engineering and Mathematics,2025-08-02 19:31:55.836431,91.9,81.2,55.2,62.3,73.6,91.3,35.9,62.8,90.4,60.1,57.1,54.6,80.2,80.6,26.8,83.0,38.6,56.0,53.6,68.8,36.0,66.9,90.4,39.6,62.8,50.1,66.4,60.3,50.4,67.3,"entrepreneurship,innovation,environment,management,experimentation,agriculture,technology,networking,history,research","learning_new_things,robotics,gaming,woodworking,coding,science_experiments","caring,adaptable,research_oriented,physical,analytical,meaningful_work,challenging,outdoor_work,independent"
STU_20819,18,Female,3.69,Low,Academic,STEM – Science Technology Engineering and Mathematics,2024-11-27 19:31:55.836477,80.1,89.2,40.6,45.7,86.7,82.3,65.3,55.3,60.0,41.2,69.1,73.2,77.5,52.9,64.0,53.4,59.0,91.5,56.3,54.6,50.3,71.2,57.3,50.3,79.8,81.3,51.0,32.0,75.1,49.7,"entrepreneurship,business,literature,innovation,environment,diverse_fields,learning,experimentation,analysis,economics,construction,exploration,technology,research","exploring,farming,fishing,math_puzzles,decorating,app_development","flexible,practical,analytical,leadership,challenging,detail_oriented,independent"
STU_17854,18,Male,3.79,Middle,Academic,STEM – Science Technology Engineering and Mathematics,2025-06-25 19:31:55.836524,62.3,90.9,41.8,71.0,82.1,45.7,53.9,70.3,61.6,68.8,89.6,36.5,98.2,61.6,46.5,40.0,57.2,73.8,58.1,82.7,38.2,59.8,41.2,65.5,73.3,53.7,20.9,63.0,66.6,66.1,"innovation,environment,experimentation,analysis,politics,agriculture,networking,history,research","gardening,farming,building,math_puzzles,robotics,gaming,reading_business,decorating,coding,app_development","adaptable,research_oriented,practical,analytical,helping_others,physical_work,challenging,outdoor_work,detail_oriented,independent,service_oriented,sustainable"
STU_93228,17,Other,3.19,Middle,Academic,STEM – Science Technology Engineering and Mathematics,2024-09-16 19:31:55.836570,71.3,88.8,77.9,33.3,85.2,52.4,58.8,65.2,52.7,49.9,60.5,43.7,71.1,70.2,42.8,70.0,66.9,34.1,49.8,77.9,45.3,53.0,66.9,71.8,56.2,51.0,81.3,86.1,74.7,61.3,"engineering,innovation,family_care,experimentation,analysis,exploration,food_production,technology,networking,research","farming,various_activities,math_puzzles,robotics,crafting,gaming,outdoor_activities,repair_work,debating","adaptable,flexible,research_oriented,competitive,physical,analytical,meaningful_work,detail_oriented,independent"
